Title:Black Dragon,Class:Dragon,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Red Dragon,Class:Dragon,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Gold Dragon,Class:Dragon,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Silver Dragon,Class:Dragon,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Bronze Dragon,Class:Dragon,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Bronze Dragon,Class:Dragon,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Great Ape,Class:Beast,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Dire Wolf,Class:Beast,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Dire Boar,Class:Beast,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Dire Wolverine,Class:Beast,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Ghost,Class:Undead,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Banshee,Class:Undead,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Vampire,Class:Undead,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Zombie,Class:Undead,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Skeleton,Class:Undead,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Mummy,Class:Undead,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Lich,Class:Undead,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Ghoul,Class:Undead,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Nightwalker,Class:Undead,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Revenant,Class:Undead,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Shadow,Class:Undead,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Wraith,Class:Undead,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Beholder,Class:Aberration,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Cloaker,Class:Aberration,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Hag,Class:Fey,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Dryad,Class:Fey,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Pixie,Class:Fey,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Satyr,Class:Fey,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Siren,Class:Fey,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Sprite,Class:Fey,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Yeti,Class:Monstrosity,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Basilish,Class:Monstrosity,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Centaur,Class:Monstrosity,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Doppelganger,Class:Monstrosity,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Medusa,Class:Monstrosity,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Mimic,Class:Monstrosity,ArmorClass:18,HPMax:8,HPCurrent:8
Title:Minotaur,Class:Monstrosity,ArmorClass:18,HPMax:8,HPCurrent:8
